lane_id	source_center	destination_center	route_type	segment_count	trip_count	delayed_segment_count	sla_breach_count	delay_frequency_pct	sla_breach_rate_pct	avg_delay_minutes	avg_delay_ratio	delay_frequency_rank
IND302014AAB -> IND303603AAB | Carting	IND302014AAB	IND303603AAB	Carting	7	1	4	1	57.14	14.29	4.14	1.29	2269
IND723130AAA -> IND723131AAA | FTL	IND723130AAA	IND723131AAA	FTL	9	6	4	1	44.44	11.11	76.33	2.54	2270
IND624101AAA -> IND624202AAA | FTL	IND624101AAA	IND624202AAA	FTL	20	10	4	2	20.00	10.00	4.65	0.91	2271
IND722140AAA -> IND722151AAA | FTL	IND722140AAA	IND722151AAA	FTL	13	9	4	1	30.77	7.69	3.85	2.86	2272
IND176215AAA -> IND176061AAA | FTL	IND176215AAA	IND176061AAA	FTL	4	3	4	0	100.00	0.00	26	1.81	2273
IND625008AAA -> IND685514AAA | FTL	IND625008AAA	IND685514AAA	FTL	5	1	4	0	80.00	0.00	16.4	1.43	2274
IND342005AAD -> IND342902A1B | FTL	IND342005AAD	IND342902A1B	FTL	4	1	4	0	100.00	0.00	16.25	1.76	2275
IND532222AAA -> IND532001AAB | FTL	IND532222AAA	IND532001AAB	FTL	4	1	4	0	100.00	0.00	16	1.53	2276
IND142001AAB -> IND151001AAA | FTL	IND142001AAB	IND151001AAA	FTL	4	1	4	0	100.00	0.00	14.75	1.48	2277
IND516360AAB -> IND516001AAA | FTL	IND516360AAB	IND516001AAA	FTL	4	2	4	0	100.00	0.00	12.25	1.56	2278
IND506002AAA -> IND506343AAA | FTL	IND506002AAA	IND506343AAA	FTL	4	2	4	0	100.00	0.00	10.5	1.6	2279
IND284403AAA -> IND472001AAA | FTL	IND284403AAA	IND472001AAA	FTL	4	2	4	0	100.00	0.00	9.75	1.18	2280
IND470113AAA -> IND470227AAB | FTL	IND470113AAA	IND470227AAB	FTL	5	1	4	0	80.00	0.00	9	1.34	2281
IND503111AAC -> IND505001AAB | FTL	IND503111AAC	IND505001AAB	FTL	4	1	4	0	100.00	0.00	9	1.39	2281
IND361305AAC -> IND361335AAA | FTL	IND361305AAC	IND361335AAA	FTL	4	1	4	0	100.00	0.00	8.75	1.57	2282
IND263153AAB -> IND263645AAA | FTL	IND263153AAB	IND263645AAA	FTL	4	1	4	0	100.00	0.00	8	1.2	2283
IND484001AAA -> IND484224AAA | FTL	IND484001AAA	IND484224AAA	FTL	5	3	4	0	80.00	0.00	7	1.32	2284
IND201007AAA -> IND201001AAA | Carting	IND201007AAA	IND201001AAA	Carting	4	4	4	0	100.00	0.00	5.5	1.46	2285
IND465333A1B -> IND462022AAA | FTL	IND465333A1B	IND462022AAA	FTL	4	1	4	0	100.00	0.00	5.5	1.29	2285
IND148023AAA -> IND148001AAA | FTL	IND148023AAA	IND148001AAA	FTL	4	2	4	0	100.00	0.00	5	1.3	2286
IND624001AAA -> IND624703AAA | FTL	IND624001AAA	IND624703AAA	FTL	4	2	4	0	100.00	0.00	5	1.3	2286
IND504251AAA -> IND504296AAA | FTL	IND504251AAA	IND504296AAA	FTL	6	3	4	0	66.67	0.00	4.83	1.47	2287
IND160002AAC -> IND134203AAA | Carting	IND160002AAC	IND134203AAA	Carting	5	1	4	0	80.00	0.00	4.8	1.38	2288
IND531116AAA -> IND531001AAA | Carting	IND531116AAA	IND531001AAA	Carting	5	1	4	0	80.00	0.00	4.8	1.63	2288
IND563101AAB -> IND563125AAB | Carting	IND563101AAB	IND563125AAB	Carting	4	1	4	0	100.00	0.00	4.75	1.61	2289
IND560300AAB -> IND563125AAB | Carting	IND560300AAB	IND563125AAB	Carting	6	1	4	0	66.67	0.00	3	1.25	2290
IND673632AAA -> IND673104AAA | Carting	IND673632AAA	IND673104AAA	Carting	6	1	4	0	66.67	0.00	2.5	1.25	2291
IND244501AAA -> IND244601AAB | FTL	IND244501AAA	IND244601AAB	FTL	16	8	4	0	25.00	0.00	1.25	0.92	2292
IND673632AAA -> IND676306AAA | Carting	IND673632AAA	IND676306AAA	Carting	9	4	4	0	44.44	0.00	1.11	1	2293
IND785634AAA -> IND785001AAA | Carting	IND785634AAA	IND785001AAA	Carting	3	3	3	3	100.00	100.00	471.67	31.11	2294
IND829121AAA -> IND834002AAB | FTL	IND829121AAA	IND834002AAB	FTL	3	3	3	3	100.00	100.00	370.33	6.99	2295
IND395006AAA -> IND395023AAD | Carting	IND395006AAA	IND395023AAD	Carting	3	3	3	3	100.00	100.00	328	28.87	2296
IND563125AAB -> IND560300AAA | Carting	IND563125AAB	IND560300AAA	Carting	3	3	3	3	100.00	100.00	150	3.85	2297
IND370001AAA -> IND370201AAA | FTL	IND370001AAA	IND370201AAA	FTL	3	1	3	3	100.00	100.00	80.33	10.05	2298
IND734214AAB -> IND000000AFF | FTL	IND734214AAB	IND000000AFF	FTL	3	3	3	3	100.00	100.00	78.33	3.12	2299
IND000000AAZ -> IND444203AAA | FTL	IND000000AAZ	IND444203AAA	FTL	3	1	3	3	100.00	100.00	70	4.06	2300
IND000000AFF -> IND734203AAA | FTL	IND000000AFF	IND734203AAA	FTL	3	3	3	3	100.00	100.00	68.33	4.6	2301
IND274001AAA -> IND273014AAB | FTL	IND274001AAA	IND273014AAB	FTL	3	1	3	3	100.00	100.00	65	4.99	2302
IND713205AAB -> IND713148AAA | FTL	IND713205AAB	IND713148AAA	FTL	3	3	3	3	100.00	100.00	61.67	4.43	2303
IND713130AAA -> IND741126AAB | Carting	IND713130AAA	IND741126AAB	Carting	3	1	3	3	100.00	100.00	61.33	4	2304
IND276129AAA -> IND221010AAB | FTL	IND276129AAA	IND221010AAB	FTL	3	1	3	3	100.00	100.00	60.67	3.13	2305
IND841101AAA -> IND841207AAB | FTL	IND841101AAA	IND841207AAB	FTL	3	3	3	3	100.00	100.00	54.67	4.71	2306
IND390022AAA -> IND390020AAA | Carting	IND390022AAA	IND390020AAA	Carting	3	3	3	3	100.00	100.00	47.67	4.53	2307
IND231205AAA -> IND231216AAA | FTL	IND231205AAA	IND231216AAA	FTL	3	3	3	3	100.00	100.00	43.33	2.95	2308
IND854326AAB -> IND854334AAA | FTL	IND854326AAB	IND854334AAA	FTL	3	1	3	3	100.00	100.00	41.33	3.92	2309
IND784168AAB -> IND791111AAC | FTL	IND784168AAB	IND791111AAC	FTL	3	2	3	3	100.00	100.00	40.33	3.13	2310
IND411048AAA -> IND411014AAA | Carting	IND411048AAA	IND411014AAA	Carting	3	2	3	3	100.00	100.00	40	5.57	2311
IND110085AAB -> IND110083AAA | Carting	IND110085AAB	IND110083AAA	Carting	3	3	3	3	100.00	100.00	39.67	3.71	2312
IND700136AAB -> IND712311AAA | Carting	IND700136AAB	IND712311AAA	Carting	3	1	3	3	100.00	100.00	39.67	5.13	2312
IND695012AAB -> IND695012AAA | Carting	IND695012AAB	IND695012AAA	Carting	3	3	3	3	100.00	100.00	39.33	3.64	2313
IND796081AAA -> IND788026AAC | FTL	IND796081AAA	IND788026AAC	FTL	3	1	3	3	100.00	100.00	39	2.68	2314
IND712602AAA -> IND722154AAA | FTL	IND712602AAA	IND722154AAA	FTL	3	2	3	3	100.00	100.00	38	3.41	2315
IND842001AAA -> IND848101AAA | FTL	IND842001AAA	IND848101AAA	FTL	3	1	3	3	100.00	100.00	36	4.48	2316
IND462022AAA -> IND462042AAA | Carting	IND462022AAA	IND462042AAA	Carting	3	2	3	3	100.00	100.00	35.33	3.24	2317
IND233001AAA -> IND275503AAA | FTL	IND233001AAA	IND275503AAA	FTL	3	1	3	3	100.00	100.00	34.33	3.46	2318
IND733140AAA -> IND732103AAA | FTL	IND733140AAA	IND732103AAA	FTL	3	1	3	3	100.00	100.00	34	2.93	2319
IND712310AAE -> IND712103AAA | Carting	IND712310AAE	IND712103AAA	Carting	3	1	3	3	100.00	100.00	25.33	3.62	2320
IND756019AAA -> IND757001AAA | FTL	IND756019AAA	IND757001AAA	FTL	3	1	3	3	100.00	100.00	24.67	2.66	2321
IND221010AAB -> IND222001AAA | FTL	IND221010AAB	IND222001AAA	FTL	3	1	3	3	100.00	100.00	24.33	2.82	2322
IND400072AAA -> IND421302AAG | Carting	IND400072AAA	IND421302AAG	Carting	3	1	3	3	100.00	100.00	20.67	3.96	2323
IND535591AAA -> IND535558AAA | FTL	IND535591AAA	IND535558AAA	FTL	3	3	3	3	100.00	100.00	20	2.27	2324
IND638001AAA -> IND638052AAA | FTL	IND638001AAA	IND638052AAA	FTL	3	3	3	3	100.00	100.00	19.67	2.13	2325
IND401209AAB -> IND421302AAG | Carting	IND401209AAB	IND421302AAG	Carting	3	1	3	3	100.00	100.00	17.33	2.64	2326
IND485771AAA -> IND486001AAA | FTL	IND485771AAA	IND486001AAA	FTL	3	1	3	3	100.00	100.00	17	2.15	2327
IND500039AAC -> IND500035AAA | Carting	IND500039AAC	IND500035AAA	Carting	3	2	3	3	100.00	100.00	17	2.82	2327
IND505503AAA -> IND506164AAA | FTL	IND505503AAA	IND506164AAA	FTL	3	1	3	3	100.00	100.00	17	2.45	2327
IND635601AAB -> IND635207AAA | Carting	IND635601AAB	IND635207AAA	Carting	3	1	3	3	100.00	100.00	11	2.94	2328
IND302026AAA -> IND302014AAB | Carting	IND302026AAA	IND302014AAB	Carting	4	3	3	3	75.00	75.00	140.5	8.94	2329
IND742102AAB -> IND742121AAB | Carting	IND742102AAB	IND742121AAB	Carting	4	1	3	3	75.00	75.00	67	5.6	2330
IND768028AAB -> IND767001AAA | FTL	IND768028AAB	IND767001AAA	FTL	4	1	3	3	75.00	75.00	19	2.69	2331
IND530012AAA -> IND531036AAA | Carting	IND530012AAA	IND531036AAA	Carting	4	1	3	3	75.00	75.00	16.75	2.56	2332
IND110037AAM -> IND131028AAB | Carting	IND110037AAM	IND131028AAB	Carting	4	1	3	3	75.00	75.00	16.75	2.51	2332
IND262405AAA -> IND263153AAB | FTL	IND262405AAA	IND263153AAB	FTL	3	2	3	2	100.00	66.67	177.33	5.65	2333
IND722154AAA -> IND712311AAA | FTL	IND722154AAA	IND712311AAA	FTL	3	1	3	2	100.00	66.67	119.67	3.94	2334
IND523201AAA -> IND523002AAA | FTL	IND523201AAA	IND523002AAA	FTL	3	2	3	2	100.00	66.67	107.67	5.26	2335
IND695101AAB -> IND695012AAA | Carting	IND695101AAB	IND695012AAA	Carting	3	1	3	2	100.00	66.67	72.33	5.71	2336
IND813102AAA -> IND813203AAA | FTL	IND813102AAA	IND813203AAA	FTL	3	1	3	2	100.00	66.67	55	3.14	2337
IND000000ACB -> IND301705AAA | FTL	IND000000ACB	IND301705AAA	FTL	3	1	3	2	100.00	66.67	51	3.71	2338
IND263153AAB -> IND244713AAA | FTL	IND263153AAB	IND244713AAA	FTL	3	1	3	2	100.00	66.67	48.67	4.23	2339
IND125001AAA -> IND125051AAA | FTL	IND125001AAA	IND125051AAA	FTL	3	1	3	2	100.00	66.67	43	2.49	2340
IND509124AAA -> IND518002AAA | FTL	IND509124AAA	IND518002AAA	FTL	3	1	3	2	100.00	66.67	42.33	2.97	2341
IND570020AAA -> IND571430AAA | FTL	IND570020AAA	IND571430AAA	FTL	3	1	3	2	100.00	66.67	38	13.26	2342
IND390020AAA -> IND390022AAA | Carting	IND390020AAA	IND390022AAA	Carting	3	2	3	2	100.00	66.67	36.67	4.04	2343
IND712406AAA -> IND712602AAA | FTL	IND712406AAA	IND712602AAA	FTL	3	3	3	2	100.00	66.67	34.67	2.11	2344
IND560077AAA -> IND560099AAB | Carting	IND560077AAA	IND560099AAB	Carting	3	1	3	2	100.00	66.67	32.67	3.08	2345
IND784001AAA -> IND784101AAA | Carting	IND784001AAA	IND784101AAA	Carting	3	1	3	2	100.00	66.67	32.67	11.17	2345
IND673592AAA -> IND670645AAB | Carting	IND673592AAA	IND670645AAB	Carting	3	1	3	2	100.00	66.67	29.67	2.94	2346
IND205001AAB -> IND209625AAA | FTL	IND205001AAB	IND209625AAA	FTL	3	1	3	2	100.00	66.67	28.33	2.3	2347
IND425409AAA -> IND424304AAC | FTL	IND425409AAA	IND424304AAC	FTL	3	1	3	2	100.00	66.67	27.67	2.24	2348
IND201007AAA -> IND201005AAA | Carting	IND201007AAA	IND201005AAA	Carting	3	3	3	2	100.00	66.67	26.67	2.74	2349
IND331022A1B -> IND331001A1C | FTL	IND331022A1B	IND331001A1C	FTL	3	1	3	2	100.00	66.67	26.33	2.86	2350
IND802101AAA -> IND802158AAB | FTL	IND802101AAA	IND802158AAB	FTL	3	1	3	2	100.00	66.67	23	2.4	2351
IND495004AAA -> IND495671AAA | FTL	IND495004AAA	IND495671AAA	FTL	3	1	3	2	100.00	66.67	22.33	6.59	2352
IND425405AAA -> IND425409AAA | FTL	IND425405AAA	IND425409AAA	FTL	3	1	3	2	100.00	66.67	22	2.22	2353
IND815301AAA -> IND814112AAA | FTL	IND815301AAA	IND814112AAA	FTL	3	1	3	2	100.00	66.67	19.67	2.26	2354
IND574216AAA -> IND575004AAB | FTL	IND574216AAA	IND575004AAB	FTL	3	1	3	2	100.00	66.67	18.33	2.57	2355
IND575004AAB -> IND576101AAA | FTL	IND575004AAB	IND576101AAA	FTL	3	1	3	2	100.00	66.67	18.33	2.46	2355
IND758034AAA -> IND758001AAA | FTL	IND758034AAA	IND758001AAA	FTL	3	1	3	2	100.00	66.67	17.67	2.2	2356
IND641008AAA -> IND641001AAA | Carting	IND641008AAA	IND641001AAA	Carting	3	3	3	2	100.00	66.67	16.67	2.27	2357
IND221313AAA -> IND221010AAA | Carting	IND221313AAA	IND221010AAA	Carting	3	2	3	2	100.00	66.67	16.33	4.75	2358
IND583227AAA -> IND583201AAA | Carting	IND583227AAA	IND583201AAA	Carting	3	1	3	2	100.00	66.67	16	2.6	2359
IND700065AAA -> IND700026AAC | Carting	IND700065AAA	IND700026AAC	Carting	3	2	3	2	100.00	66.67	14.33	2.13	2360
IND825102AAA -> IND827013AAA | Carting	IND825102AAA	IND827013AAA	Carting	3	1	3	2	100.00	66.67	9.33	2.11	2361
IND431603AAA -> IND431401AAA | Carting	IND431603AAA	IND431401AAA	Carting	5	1	3	3	60.00	60.00	34.2	6.81	2362
IND305404AAA -> IND305001AAC | FTL	IND305404AAA	IND305001AAC	FTL	4	1	3	2	75.00	50.00	29	1.95	2363
IND422605AAA -> IND423109AAA | Carting	IND422605AAA	IND423109AAA	Carting	4	1	3	2	75.00	50.00	23.25	1.94	2364
IND625532AAA -> IND685514AAA | FTL	IND625532AAA	IND685514AAA	FTL	4	1	3	2	75.00	50.00	22.5	1.74	2365
IND516001AAA -> IND516227AAA | FTL	IND516001AAA	IND516227AAA	FTL	4	2	3	2	75.00	50.00	17	1.72	2366
IND768028AAA -> IND767001AAA | FTL	IND768028AAA	IND767001AAA	FTL	4	1	3	2	75.00	50.00	13.25	1.94	2367
IND232104AAB -> IND221010AAB | Carting	IND232104AAB	IND221010AAB	Carting	4	1	3	2	75.00	50.00	7.25	1.67	2368
IND147101AAA -> IND160002AAC | FTL	IND147101AAA	IND160002AAC	FTL	3	1	3	1	100.00	33.33	116.33	6.34	2369
IND842001AAA -> IND843320AAA | FTL	IND842001AAA	IND843320AAA	FTL	3	1	3	1	100.00	33.33	67.67	2.6	2370
IND177203AAA -> IND177101AAA | FTL	IND177203AAA	IND177101AAA	FTL	3	3	3	1	100.00	33.33	36.33	2.02	2371
IND713205AAB -> IND723133AAA | FTL	IND713205AAB	IND723133AAA	FTL	3	1	3	1	100.00	33.33	35.67	1.97	2372
IND504215AAA -> IND505326AAB | FTL	IND504215AAA	IND505326AAB	FTL	3	1	3	1	100.00	33.33	32.67	3.27	2373
IND721306AAA -> IND721253AAC | FTL	IND721306AAA	IND721253AAC	FTL	3	1	3	1	100.00	33.33	31.67	2.95	2374
IND852118A1B -> IND854326AAB | FTL	IND852118A1B	IND854326AAB	FTL	3	1	3	1	100.00	33.33	29.67	2.28	2375
IND574117AAA -> IND576201AAA | FTL	IND574117AAA	IND576201AAA	FTL	3	1	3	1	100.00	33.33	28.67	2.74	2376
IND515671AAA -> IND515591AAA | FTL	IND515671AAA	IND515591AAA	FTL	3	1	3	1	100.00	33.33	25.33	1.99	2377
IND721253AAC -> IND721501AAC | FTL	IND721253AAC	IND721501AAC	FTL	3	1	3	1	100.00	33.33	24.33	1.79	2378
IND852111AAA -> IND854311AAA | FTL	IND852111AAA	IND854311AAA	FTL	3	1	3	1	100.00	33.33	23.67	1.94	2379
IND532001AAB -> IND532201AAA | FTL	IND532001AAB	IND532201AAA	FTL	3	1	3	1	100.00	33.33	21.33	2.46	2380
IND534001AAA -> IND521225AAB | FTL	IND534001AAA	IND521225AAB	FTL	3	1	3	1	100.00	33.33	20	2.15	2381
IND000000ADM -> IND683511AAA | Carting	IND000000ADM	IND683511AAA	Carting	3	1	3	1	100.00	33.33	19.67	5.44	2382
IND131028AAB -> IND250002AAA | FTL	IND131028AAB	IND250002AAA	FTL	3	1	3	1	100.00	33.33	19.67	1.76	2382
IND811307AAA -> IND811201AAB | FTL	IND811307AAA	IND811201AAB	FTL	3	1	3	1	100.00	33.33	19.33	2.01	2383
IND852118AAA -> IND854326AAB | FTL	IND852118AAA	IND854326AAB	FTL	3	1	3	1	100.00	33.33	19	1.83	2384
IND273303AAA -> IND273304AAA | Carting	IND273303AAA	IND273304AAA	Carting	3	1	3	1	100.00	33.33	19	2.67	2384
IND470004AAA -> IND470117AAA | FTL	IND470004AAA	IND470117AAA	FTL	3	1	3	1	100.00	33.33	18.33	2.48	2385
IND505425AAA -> IND505001AAB | FTL	IND505425AAA	IND505001AAB	FTL	3	1	3	1	100.00	33.33	18.33	1.87	2385
IND507002AAA -> IND507159AAA | FTL	IND507002AAA	IND507159AAA	FTL	3	3	3	1	100.00	33.33	18.33	2.09	2385
IND160002AAC -> IND135001AAA | FTL	IND160002AAC	IND135001AAA	FTL	3	1	3	1	100.00	33.33	17.67	1.89	2386
IND125033AAA -> IND125001AAA | FTL	IND125033AAA	IND125001AAA	FTL	3	3	3	1	100.00	33.33	17.33	1.99	2387
IND403507AAB -> IND403726AAB | Carting	IND403507AAB	IND403726AAB	Carting	3	1	3	1	100.00	33.33	17.33	2.18	2387
IND152123AAA -> IND152026AAA | FTL	IND152123AAA	IND152026AAA	FTL	3	1	3	1	100.00	33.33	17	1.66	2388
IND521201AAA -> IND521105AAA | FTL	IND521201AAA	IND521105AAA	FTL	3	3	3	1	100.00	33.33	16.33	1.78	2389
IND572201AAB -> IND577116AAA | FTL	IND572201AAB	IND577116AAA	FTL	3	1	3	1	100.00	33.33	15.33	1.87	2390
IND110085AAB -> IND110087AAA | Carting	IND110085AAB	IND110087AAA	Carting	3	3	3	1	100.00	33.33	15	2.15	2391
IND814133AAA -> IND816109AAA | FTL	IND814133AAA	IND816109AAA	FTL	3	1	3	1	100.00	33.33	14.33	1.62	2392
IND380005AAA -> IND382430AAB | Carting	IND380005AAA	IND382430AAB	Carting	3	1	3	1	100.00	33.33	12.67	2.31	2393
IND733201AAA -> IND733202AAB | FTL	IND733201AAA	IND733202AAB	FTL	3	1	3	1	100.00	33.33	12	1.82	2394
IND403002AAA -> IND403726AAB | Carting	IND403002AAA	IND403726AAB	Carting	3	1	3	1	100.00	33.33	11.33	2.06	2395
IND110037AAM -> IND110092AAC | Carting	IND110037AAM	IND110092AAC	Carting	3	1	3	1	100.00	33.33	10.33	1.97	2396
IND573103AAA -> IND572201AAB | FTL	IND573103AAA	IND572201AAB	FTL	3	2	3	1	100.00	33.33	8.33	2.53	2397
IND826004AAA -> IND828205AAA | Carting	IND826004AAA	IND828205AAA	Carting	3	1	3	1	100.00	33.33	8.33	2.39	2397
IND205135AAA -> IND283203AAA | Carting	IND205135AAA	IND283203AAA	Carting	3	1	3	1	100.00	33.33	8	3.33	2398
IND441603AAA -> IND442605AAA | Carting	IND441603AAA	IND442605AAA	Carting	3	1	3	1	100.00	33.33	7	1.96	2399
IND752056AAA -> IND751002AAB | Carting	IND752056AAA	IND751002AAB	Carting	3	1	3	1	100.00	33.33	6	2.05	2400
IND424101AAA -> IND431103AAA | Carting	IND424101AAA	IND431103AAA	Carting	3	1	3	1	100.00	33.33	5.67	1.63	2401
IND695121AAA -> IND695541AAA | Carting	IND695121AAA	IND695541AAA	Carting	3	1	3	1	100.00	33.33	4.67	1.72	2402
IND826004AAA -> IND828401AAB | Carting	IND826004AAA	IND828401AAB	Carting	9	3	3	3	33.33	33.33	1.89	1.23	2403
IND391110AAD -> IND390022AAA | Carting	IND391110AAD	IND390022AAA	Carting	4	1	3	1	75.00	25.00	25	2.95	2404
IND403726AAA -> IND581400AAB | FTL	IND403726AAA	IND581400AAB	FTL	4	1	3	1	75.00	25.00	25	1.74	2404
IND521225AAB -> IND521001AAA | FTL	IND521225AAB	IND521001AAA	FTL	4	1	3	1	75.00	25.00	19.5	1.73	2405
IND756100AAC -> IND757037AAA | FTL	IND756100AAC	IND757037AAA	FTL	4	1	3	1	75.00	25.00	13.75	1.52	2406
IND307001AAA -> IND306902AAA | FTL	IND307001AAA	IND306902AAA	FTL	4	2	3	1	75.00	25.00	7.25	1.74	2407
IND695582AAA -> IND691574AAA | Carting	IND695582AAA	IND691574AAA	Carting	4	1	3	1	75.00	25.00	6.5	1.89	2408
IND752055AAA -> IND751002AAB | Carting	IND752055AAA	IND751002AAB	Carting	4	1	3	1	75.00	25.00	4.75	1.57	2409
IND465001AAA -> IND465333AAA | FTL	IND465001AAA	IND465333AAA	FTL	6	3	3	1	50.00	16.67	7.33	1.15	2410
IND523002AAA -> IND523105AAA | FTL	IND523002AAA	IND523105AAA	FTL	3	1	3	0	100.00	0.00	28.67	1.6	2411
IND177101AAA -> IND176001AAA | FTL	IND177101AAA	IND176001AAA	FTL	4	2	3	0	75.00	0.00	20.5	1.46	2412
IND575004AAB -> IND671323AAD | FTL	IND575004AAB	IND671323AAD	FTL	3	3	3	0	100.00	0.00	18.67	1.71	2413
IND518206AAA -> IND518002AAA | FTL	IND518206AAA	IND518002AAA	FTL	3	1	3	0	100.00	0.00	17.67	1.55	2414
IND792001AAA -> IND792110AAA | Carting	IND792001AAA	IND792110AAA	Carting	3	2	3	0	100.00	0.00	16.33	1.56	2415
IND221303AAA -> IND231001AAA | FTL	IND221303AAA	IND231001AAA	FTL	3	3	3	0	100.00	0.00	14.33	1.64	2416
IND414001AAA -> IND414203AAB | FTL	IND414001AAA	IND414203AAB	FTL	3	1	3	0	100.00	0.00	11.67	1.81	2417
IND518124AAA -> IND518002AAA | FTL	IND518124AAA	IND518002AAA	FTL	3	1	3	0	100.00	0.00	11.33	1.57	2418
IND712612AAA -> IND722154AAA | FTL	IND712612AAA	IND722154AAA	FTL	3	3	3	0	100.00	0.00	11.33	1.57	2418
IND403702AAA -> IND581314AAA | FTL	IND403702AAA	IND581314AAA	FTL	3	1	3	0	100.00	0.00	10	1.51	2419
IND125050AAA -> IND125051AAA | FTL	IND125050AAA	IND125051AAA	FTL	3	2	3	0	100.00	0.00	9.67	1.75	2420
IND384265AAB -> IND385340AAB | FTL	IND384265AAB	IND385340AAB	FTL	3	1	3	0	100.00	0.00	8.33	1.28	2421
IND474003AAA -> IND328001AAA | FTL	IND474003AAA	IND328001AAA	FTL	3	1	3	0	100.00	0.00	8.33	1.44	2421
IND700026AAC -> IND700065AAA | Carting	IND700026AAC	IND700065AAA	Carting	3	2	3	0	100.00	0.00	8	1.74	2422
IND625008AAA -> IND625516AAA | FTL	IND625008AAA	IND625516AAA	FTL	4	1	3	0	75.00	0.00	7	1.23	2423
IND691001AAB -> IND695012AAA | FTL	IND691001AAB	IND695012AAA	FTL	3	1	3	0	100.00	0.00	7	1.32	2423
IND122004AAA -> IND000000ACB | Carting	IND122004AAA	IND000000ACB	Carting	3	1	3	0	100.00	0.00	7	1.69	2423
IND132103AAB -> IND132001AAA | FTL	IND132103AAB	IND132001AAA	FTL	4	2	3	0	75.00	0.00	7	1.39	2423
IND581402AAA -> IND577201AAA | FTL	IND581402AAA	IND577201AAA	FTL	6	1	3	0	50.00	0.00	6.83	1.34	2424
IND388320AAA -> IND388220AAA | Carting	IND388320AAA	IND388220AAA	Carting	3	1	3	0	100.00	0.00	6.33	1.83	2425
IND508116AAA -> IND508223AAA | FTL	IND508116AAA	IND508223AAA	FTL	3	1	3	0	100.00	0.00	6.33	1.24	2425
IND147001AAD -> IND148023AAA | FTL	IND147001AAD	IND148023AAA	FTL	3	1	3	0	100.00	0.00	6	1.3	2426
IND854334AAA -> IND854335AAA | FTL	IND854334AAA	IND854335AAA	FTL	4	2	3	0	75.00	0.00	5.5	1.43	2427
IND560083AAB -> IND560058AAD | Carting	IND560083AAB	IND560058AAD	Carting	3	1	3	0	100.00	0.00	5.33	1.55	2428
IND584123AAA -> IND584128AAA | Carting	IND584123AAA	IND584128AAA	Carting	3	1	3	0	100.00	0.00	5.33	1.68	2428
IND642001AAA -> IND642126AAA | Carting	IND642001AAA	IND642126AAA	Carting	3	1	3	0	100.00	0.00	5	1.57	2429
IND244901AAC -> IND244921AAB | Carting	IND244901AAC	IND244921AAB	Carting	3	1	3	0	100.00	0.00	5	1.56	2429
IND425109AAA -> IND424201AAA | Carting	IND425109AAA	IND424201AAA	Carting	3	1	3	0	100.00	0.00	4.33	1.42	2430
IND506343AAA -> IND506169AAB | FTL	IND506343AAA	IND506169AAB	FTL	4	2	3	0	75.00	0.00	4.25	1.19	2431
IND148101AAA -> IND148102AAA | FTL	IND148101AAA	IND148102AAA	FTL	5	5	3	0	60.00	0.00	4	1.15	2432
IND784101AAA -> IND790114AAA | Carting	IND784101AAA	IND790114AAA	Carting	3	1	3	0	100.00	0.00	3	1.5	2433
IND303603AAB -> IND303338AAB | Carting	IND303603AAB	IND303338AAB	Carting	4	1	3	0	75.00	0.00	2.5	1.13	2434
IND125051AAA -> IND125111AAA | FTL	IND125051AAA	IND125111AAA	FTL	4	4	3	0	75.00	0.00	1.5	1.04	2435
IND413709AAA -> IND423601AAA | Carting	IND413709AAA	IND423601AAA	Carting	4	1	3	0	75.00	0.00	0.75	0.98	2436
IND424304AAC -> IND424006AAA | FTL	IND424304AAC	IND424006AAA	FTL	2	2	2	2	100.00	100.00	884.5	22.31	2437
IND671315AAA -> IND575004AAB | FTL	IND671315AAA	IND575004AAB	FTL	2	2	2	2	100.00	100.00	547.5	8.02	2438
IND151103AAA -> IND151001AAA | FTL	IND151103AAA	IND151001AAA	FTL	2	2	2	2	100.00	100.00	389.5	15.67	2439
IND221313AAA -> IND222136AAA | FTL	IND221313AAA	IND222136AAA	FTL	2	1	2	2	100.00	100.00	346.5	15.12	2440
IND785112AAC -> IND785001AAA | Carting	IND785112AAC	IND785001AAA	Carting	2	2	2	2	100.00	100.00	272.5	15.09	2441
IND400072AAJ -> IND400037AAA | Carting	IND400072AAJ	IND400037AAA	Carting	2	2	2	2	100.00	100.00	96	9	2442
IND173212AAA -> IND134102AAA | FTL	IND173212AAA	IND134102AAA	FTL	2	2	2	2	100.00	100.00	94	3.85	2443
IND110037AAM -> IND110064AAA | Carting	IND110037AAM	IND110064AAA	Carting	2	2	2	2	100.00	100.00	85.5	5.39	2444
IND854311AAA -> IND854326AAB | FTL	IND854311AAA	IND854326AAB	FTL	2	1	2	2	100.00	100.00	85.5	7.22	2444
IND742202AAA -> IND732103AAA | FTL	IND742202AAA	IND732103AAA	FTL	2	1	2	2	100.00	100.00	66.5	4.57	2445
IND788026AAC -> IND788121AAA | FTL	IND788026AAC	IND788121AAA	FTL	2	2	2	2	100.00	100.00	61	4.05	2446
IND632301AAA -> IND632006AAA | FTL	IND632301AAA	IND632006AAA	FTL	2	1	2	2	100.00	100.00	60	5.32	2447
IND173212AAA -> IND174103AAA | FTL	IND173212AAA	IND174103AAA	FTL	2	1	2	2	100.00	100.00	57	3.9	2448
